@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1080,'2019/02/19 23:27:33:466',6,13,10,1023,0,0,1
1081,'2019/02/19 23:27:33:475',6,12,9,1023,0,0,1
1082,'2019/02/19 23:27:33:486',6,13,10,1023,0,0,1
1083,'2019/02/19 23:27:33:497',6,12,9,1023,0,0,1
1084,'2019/02/19 23:27:33:505',6,13,10,1023,0,0,1
1085,'2019/02/19 23:27:33:516',6,12,9,1023,0,0,1
1086,'2019/02/19 23:27:33:526',6,12,10,1023,0,0,1
1087,'2019/02/19 23:27:33:536',6,12,10,1023,0,0,1
1088,'2019/02/19 23:27:33:546',6,12,8,1023,0,0,1
1089,'2019/02/19 23:27:33:556',6,13,11,1022,0,0,1
1090,'2019/02/19 23:27:33:567',6,12,10,1023,0,0,1
1091,'2019/02/19 23:27:33:577',6,11,9,1023,0,0,1
1092,'2019/02/19 23:27:33:586',6,12,9,1022,0,0,1
1093,'2019/02/19 23:27:33:596',6,13,9,1022,0,0,1
1094,'2019/02/19 23:27:33:607',6,12,9,1023,0,0,1
1095,'2019/02/19 23:27:33:617',6,13,9,1023,0,0,1
1096,'2019/02/19 23:27:33:626',6,12,9,1023,0,0,1
1097,'2019/02/19 23:27:33:626',6,11,8,1023,0,0,1
1098,'2019/02/19 23:27:33:647',6,12,10,1023,0,0,1
1099,'2019/02/19 23:27:33:656',6,12,9,1023,0,0,1
1100,'2019/02/19 23:27:33:663',6,12,10,1022,0,0,1
1101,'2019/02/19 23:27:33:677',6,13,10,1023,0,0,1
1102,'2019/02/19 23:27:33:687',6,13,9,1023,0,0,1
1103,'2019/02/19 23:27:33:696',6,12,8,1022,0,0,1
1104,'2019/02/19 23:27:33:706',6,13,10,1022,0,0,1
1105,'2019/02/19 23:27:33:716',6,13,6,1023,0,0,1
1106,'2019/02/19 23:27:33:727',6,12,10,1023,0,0,1
1107,'2019/02/19 23:27:33:738',6,12,11,1023,0,0,1
1108,'2019/02/19 23:27:33:746',6,12,10,1023,0,0,1
1109,'2019/02/19 23:27:33:756',6,12,10,1023,0,0,1
1110,'2019/02/19 23:27:33:766',6,12,10,1023,0,0,1
1111,'2019/02/19 23:27:33:776',6,13,10,1023,0,0,1
1112,'2019/02/19 23:27:33:786',6,12,10,1022,0,0,1
1113,'2019/02/19 23:27:33:796',6,12,9,1023,0,0,1
1114,'2019/02/19 23:27:33:807',6,12,9,1023,0,0,1
1115,'2019/02/19 23:27:33:817',6,12,10,1023,0,0,1
1116,'2019/02/19 23:28:20:901',7,1014,1021,9,1,1,0
1117,'2019/02/19 23:28:20:911',7,1013,1021,10,1,1,0
1118,'2019/02/19 23:28:20:922',7,1014,1021,10,1,1,0
1119,'2019/02/19 23:28:20:930',7,1013,1021,10,1,1,0
1120,'2019/02/19 23:28:20:941',7,1013,1021,9,1,1,0
1121,'2019/02/19 23:28:20:951',7,1014,1020,9,1,1,0
1122,'2019/02/19 23:28:20:962',7,1013,1021,10,1,1,0
1123,'2019/02/19 23:28:20:972',7,1014,1020,10,1,1,0
1124,'2019/02/19 23:28:20:981',7,1013,1021,10,1,1,0
1125,'2019/02/19 23:28:20:992',7,1014,1022,10,1,1,0
1126,'2019/02/19 23:28:21:000',7,1013,1021,10,1,1,0
1127,'2019/02/19 23:28:21:011',7,1014,1022,10,1,1,0
1128,'2019/02/19 23:28:21:022',7,1014,1021,9,1,1,0
1129,'2019/02/19 23:28:21:030',7,1013,1020,9,1,1,0
1130,'2019/02/19 23:28:21:040',7,1014,1019,9,1,1,0
1131,'2019/02/19 23:28:21:051',7,1013,1021,9,1,1,0
1132,'2019/02/19 23:28:21:062',7,1013,1021,9,1,1,0
1133,'2019/02/19 23:28:21:072',7,1013,1021,9,1,1,0
1134,'2019/02/19 23:28:21:082',7,1014,1021,9,1,1,0
1135,'2019/02/19 23:28:21:091',7,1013,1021,9,1,1,0
1136,'2019/02/19 23:28:21:101',7,1015,1021,9,1,1,0
1137,'2019/02/19 23:28:21:110',7,1013,1020,9,1,1,0
1138,'2019/02/19 23:28:21:122',7,1014,1021,9,1,1,0
1139,'2019/02/19 23:28:21:132',7,1014,1021,10,1,1,0
1140,'2019/02/19 23:28:21:140',7,1013,1020,9,1,1,0
1141,'2019/02/19 23:28:21:151',7,1014,1021,10,1,1,0
1142,'2019/02/19 23:28:21:160',7,1014,1021,10,1,1,0
1143,'2019/02/19 23:28:21:171',7,1013,1021,10,1,1,0
1144,'2019/02/19 23:28:21:178',7,1013,1020,10,1,1,0
1145,'2019/02/19 23:28:21:191',7,1013,1021,10,1,1,0
1146,'2019/02/19 23:28:21:202',7,1013,1020,10,1,1,0
1147,'2019/02/19 23:28:21:212',7,1013,1021,10,1,1,0
1148,'2019/02/19 23:28:21:220',7,1013,1021,9,1,1,0
1149,'2019/02/19 23:28:21:231',7,1014,1022,10,1,1,0
1150,'2019/02/19 23:28:21:241',7,1013,1020,9,1,1,0
1151,'2019/02/19 23:28:21:252',7,1012,1021,10,1,1,0
1152,'2019/02/19 23:28:21:261',7,1015,1022,10,1,1,0
1153,'2019/02/19 23:28:21:272',7,1014,1020,9,1,1,0
1154,'2019/02/19 23:28:21:281',7,1014,1021,9,1,1,0
1155,'2019/02/19 23:28:21:290',7,1014,1021,10,1,1,0
1156,'2019/02/19 23:28:21:302',7,1012,1021,9,1,1,0
1157,'2019/02/19 23:28:21:310',7,1014,1021,10,1,1,0
1158,'2019/02/19 23:28:21:321',7,1013,1020,11,1,1,0
1159,'2019/02/19 23:28:21:330',7,1013,1021,10,1,1,0
1160,'2019/02/19 23:28:21:342',7,1012,1021,9,1,1,0
1161,'2019/02/19 23:28:21:351',7,1013,1021,9,1,1,0
1162,'2019/02/19 23:28:21:361',7,1013,1020,9,1,1,0
1163,'2019/02/19 23:28:21:371',7,1013,1021,10,1,1,0
1164,'2019/02/19 23:28:21:380',7,1013,1021,10,1,1,0
1165,'2019/02/19 23:28:21:391',7,1013,1021,10,1,1,0
1166,'2019/02/19 23:28:21:401',7,1014,1021,9,1,1,0
1167,'2019/02/19 23:28:21:411',7,1013,1021,9,1,1,0
1168,'2019/02/19 23:28:21:421',7,1012,1021,10,1,1,0
1169,'2019/02/19 23:28:21:430',7,1013,1021,10,1,1,0
1170,'2019/02/19 23:28:21:441',7,1012,1022,9,1,1,0
1171,'2019/02/19 23:28:21:451',7,1014,1021,10,1,1,0
1172,'2019/02/19 23:28:21:462',7,1013,1021,10,1,1,0
1173,'2019/02/19 23:28:21:472',7,1013,1021,10,1,1,0
1174,'2019/02/19 23:28:21:481',7,1013,1021,10,1,1,0
1175,'2019/02/19 23:28:21:491',7,1013,1021,10,1,1,0
1176,'2019/02/19 23:28:21:501',7,1013,1022,10,1,1,0
1177,'2019/02/19 23:28:21:511',7,1015,1021,9,1,1,0
1178,'2019/02/19 23:28:21:521',7,1014,1020,10,1,1,0
1179,'2019/02/19 23:28:21:531',7,1013,1021,10,1,1,0
1180,'2019/02/19 23:28:21:541',7,1014,1022,8,1,1,0
1181,'2019/02/19 23:28:21:551',7,1014,1020,9,1,1,0
1182,'2019/02/19 23:28:21:561',7,1014,1021,9,1,1,0
1183,'2019/02/19 23:28:21:570',7,1014,1021,10,1,1,0
1184,'2019/02/19 23:28:21:577',7,1014,1019,8,1,1,0
1185,'2019/02/19 23:28:21:591',7,1013,1020,10,1,1,0
1186,'2019/02/19 23:28:21:601',7,1014,1022,9,1,1,0
1187,'2019/02/19 23:28:21:611',7,1013,1021,9,1,1,0
1188,'2019/02/19 23:28:21:621',7,1013,1021,10,1,1,0
1189,'2019/02/19 23:28:21:631',7,1013,1021,11,1,1,0
1190,'2019/02/19 23:28:21:641',7,1013,1020,9,1,1,0
1191,'2019/02/19 23:28:21:651',7,1013,1020,9,1,1,0
1192,'2019/02/19 23:28:21:660',7,1013,1021,9,1,1,0
1193,'2019/02/19 23:28:21:671',7,1012,1021,9,1,1,0
1194,'2019/02/19 23:28:21:681',7,1014,1021,9,1,1,0
1195,'2019/02/19 23:28:21:692',7,1013,1020,9,1,1,0
1196,'2019/02/19 23:28:21:701',7,1013,1021,10,1,1,0
1197,'2019/02/19 23:28:21:711',7,1013,1018,10,1,1,0
1198,'2019/02/19 23:28:21:721',7,1014,1021,9,1,1,0
1199,'2019/02/19 23:28:21:731',7,1013,1021,10,1,1,0
1200,'2019/02/19 23:28:21:742',7,1014,1021,10,1,1,0
1201,'2019/02/19 23:28:21:750',7,1013,1021,10,1,1,0
1202,'2019/02/19 23:28:21:761',7,1013,1021,9,1,1,0
1203,'2019/02/19 23:28:21:770',7,1013,1021,10,1,1,0
1204,'2019/02/19 23:28:21:782',7,1014,1021,10,1,1,0
1205,'2019/02/19 23:28:21:791',7,1014,1021,10,1,1,0
1206,'2019/02/19 23:28:21:801',7,1014,1022,9,1,1,0
1207,'2019/02/19 23:28:21:811',7,1013,1021,9,1,1,0
1208,'2019/02/19 23:28:21:821',7,1014,1021,9,1,1,0
1209,'2019/02/19 23:28:21:828',7,1014,1021,10,1,1,0
1210,'2019/02/19 23:28:21:841',7,1015,1021,9,1,1,0
1211,'2019/02/19 23:28:21:848',7,1013,1021,9,1,1,0
1212,'2019/02/19 23:28:21:862',7,1013,1022,10,1,1,0
1213,'2019/02/19 23:28:21:871',7,1014,1022,10,1,1,0
1214,'2019/02/19 23:28:21:881',7,1013,1023,9,1,1,0
1215,'2019/02/19 23:28:21:890',7,1014,1021,10,1,1,0
1216,'2019/02/19 23:28:21:901',7,1015,1020,10,1,1,0
1217,'2019/02/19 23:28:21:901',7,1013,1022,11,1,1,0
1218,'2019/02/19 23:28:21:921',7,1013,1022,10,1,1,0
1219,'2019/02/19 23:28:21:932',7,1013,1021,9,1,1,0
1220,'2019/02/19 23:28:21:932',7,1013,1021,9,1,1,0
1221,'2019/02/19 23:28:21:952',7,1014,1021,10,1,1,0
1222,'2019/02/19 23:28:21:961',7,1011,1020,9,1,1,0
1223,'2019/02/19 23:28:21:973',7,1013,1021,10,1,1,0
1224,'2019/02/19 23:28:21:982',7,1014,1021,10,1,1,0
1225,'2019/02/19 23:28:21:991',7,1014,1021,9,1,1,0
1226,'2019/02/19 23:28:22:002',7,1013,1021,9,1,1,0
1227,'2019/02/19 23:28:22:009',7,1013,1021,11,1,1,0
1228,'2019/02/19 23:28:22:022',7,1014,1021,9,1,1,0
1229,'2019/02/19 23:28:22:032',7,1014,1021,9,1,1,0
1230,'2019/02/19 23:28:22:042',7,1013,1021,9,1,1,0
1231,'2019/02/19 23:28:22:051',7,1011,1020,10,1,1,0
1232,'2019/02/19 23:28:22:061',7,1014,1021,10,1,1,0
1233,'2019/02/19 23:28:22:072',7,1013,1020,10,1,1,0
1234,'2019/02/19 23:28:22:082',7,1014,1022,9,1,1,0
1235,'2019/02/19 23:28:22:092',7,1013,1021,9,1,1,0
1236,'2019/02/19 23:28:22:102',7,1013,1022,10,1,1,0
1237,'2019/02/19 23:28:22:112',7,1014,1022,10,1,1,0
1238,'2019/02/19 23:28:22:123',7,1012,1020,9,1,1,0
1239,'2019/02/19 23:28:22:131',7,1014,1022,8,1,1,0
1240,'2019/02/19 23:28:22:141',7,1013,1021,9,1,1,0
1241,'2019/02/19 23:28:22:151',7,1014,1021,10,1,1,0
1242,'2019/02/19 23:28:22:161',7,1014,1022,10,1,1,0
1243,'2019/02/19 23:28:22:171',7,1014,1021,9,1,1,0
1244,'2019/02/19 23:28:22:182',7,1015,1020,10,1,1,0
1245,'2019/02/19 23:28:22:191',7,1013,1021,9,1,1,0
1246,'2019/02/19 23:28:22:203',7,1014,1022,9,1,1,0
1247,'2019/02/19 23:28:22:212',7,1013,1021,9,1,1,0
1248,'2019/02/19 23:28:22:221',7,1014,1021,9,1,1,0
1249,'2019/02/19 23:28:22:232',7,1014,1022,10,1,1,0
1250,'2019/02/19 23:28:22:242',7,1014,1021,9,1,1,0
1251,'2019/02/19 23:28:22:242',7,1013,1022,9,1,1,0
1252,'2019/02/19 23:28:22:263',7,1013,1021,10,1,1,0
1253,'2019/02/19 23:28:22:274',7,1013,1020,10,1,1,0
1254,'2019/02/19 23:28:22:282',7,1013,1020,9,1,1,0
1255,'2019/02/19 23:28:22:292',7,1013,1021,10,1,1,0
1256,'2019/02/19 23:28:22:303',7,1013,1020,10,1,1,0
1257,'2019/02/19 23:28:22:313',7,1013,1021,10,1,1,0
1258,'2019/02/19 23:28:22:323',7,1015,1021,11,1,1,0
1259,'2019/02/19 23:28:22:333',7,1014,1021,9,1,1,0
1260,'2019/02/19 23:28:22:344',7,1014,1021,9,1,1,0
1261,'2019/02/19 23:28:22:353',7,1013,1021,10,1,1,0
1262,'2019/02/19 23:28:22:363',7,1012,1021,9,1,1,0
1263,'2019/02/19 23:28:22:373',7,1013,1021,10,1,1,0
1264,'2019/02/19 23:28:22:383',7,1013,1021,9,1,1,0
1265,'2019/02/19 23:28:22:392',7,1014,1021,8,1,1,0
1266,'2019/02/19 23:28:22:402',7,1014,1021,10,1,1,0
1267,'2019/02/19 23:28:22:414',7,1013,1022,9,1,1,0
1268,'2019/02/19 23:28:22:423',7,1013,1020,8,1,1,0
1269,'2019/02/19 23:28:22:432',7,1014,1022,9,1,1,0
1270,'2019/02/19 23:28:22:444',7,1012,1022,10,1,1,0
1271,'2019/02/19 23:28:22:452',7,1013,1021,9,1,1,0
1272,'2019/02/19 23:28:22:464',7,1013,1021,10,1,1,0
1273,'2019/02/19 23:28:22:473',7,1014,1020,10,1,1,0
1274,'2019/02/19 23:28:22:483',7,1014,1020,10,1,1,0
1275,'2019/02/19 23:28:22:493',7,1014,1021,9,1,1,0
1276,'2019/02/19 23:28:22:503',7,1014,1021,10,1,1,0
1277,'2019/02/19 23:28:22:513',7,1014,1021,10,1,1,0
1278,'2019/02/19 23:28:22:523',7,1014,1022,10,1,1,0
1279,'2019/02/19 23:28:22:530',7,1012,1022,10,1,1,0
1280,'2019/02/19 23:28:22:543',7,1015,1021,9,1,1,0
1281,'2019/02/19 23:28:22:554',7,1014,1021,10,1,1,0
1282,'2019/02/19 23:28:22:563',7,1013,1022,9,1,1,0
1283,'2019/02/19 23:28:22:573',7,1013,1021,9,1,1,0
1284,'2019/02/19 23:28:22:583',7,1014,1021,9,1,1,0
1285,'2019/02/19 23:28:22:592',7,1011,1020,9,1,1,0
1286,'2019/02/19 23:28:22:603',7,1014,1021,10,1,1,0
1287,'2019/02/19 23:28:22:613',7,1014,1021,9,1,1,0
1288,'2019/02/19 23:28:22:624',7,1014,1021,10,1,1,0
1289,'2019/02/19 23:28:22:633',7,1014,1020,11,1,1,0
1290,'2019/02/19 23:28:22:643',7,1013,1021,10,1,1,0
1291,'2019/02/19 23:28:22:653',7,1015,1020,10,1,1,0
1292,'2019/02/19 23:28:22:663',7,1013,1023,9,1,1,0
1293,'2019/02/19 23:28:22:673',7,1013,1021,9,1,1,0
1294,'2019/02/19 23:28:22:682',7,1013,1021,9,1,1,0
1295,'2019/02/19 23:28:22:692',7,1013,1020,9,1,1,0
1296,'2019/02/19 23:28:22:703',7,1014,1021,9,1,1,0
1297,'2019/02/19 23:28:22:713',7,1014,1022,10,1,1,0
1298,'2019/02/19 23:28:22:728',7,1015,1022,10,1,1,0
1299,'2019/02/19 23:28:22:728',7,1013,1021,9,1,1,0
1300,'2019/02/19 23:28:22:744',7,1012,1020,10,1,1,0
1301,'2019/02/19 23:28:22:754',7,1014,1021,9,1,1,0
1302,'2019/02/19 23:28:22:764',7,1014,1021,10,1,1,0
1303,'2019/02/19 23:28:22:774',7,1014,1020,9,1,1,0
1304,'2019/02/19 23:28:22:784',7,1015,1021,9,1,1,0
1305,'2019/02/19 23:28:22:795',7,1014,1021,10,1,1,0
1306,'2019/02/19 23:28:22:804',7,1014,1020,10,1,1,0
1307,'2019/02/19 23:28:22:815',7,1013,1021,10,1,1,0
1308,'2019/02/19 23:28:22:825',7,1014,1022,9,1,1,0
1309,'2019/02/19 23:28:22:836',7,1014,1021,10,1,1,0
1310,'2019/02/19 23:28:22:843',7,1015,1021,10,1,1,0
1311,'2019/02/19 23:28:22:854',7,1014,1021,11,1,1,0
1312,'2019/02/19 23:28:22:865',7,1013,1021,9,1,1,0
1313,'2019/02/19 23:28:22:874',7,1011,1020,9,1,1,0
1314,'2019/02/19 23:28:22:885',7,1016,1020,9,1,1,0
1315,'2019/02/19 23:28:22:894',7,1012,1021,10,1,1,0
1316,'2019/02/19 23:28:22:904',7,1014,1021,8,1,1,0
1317,'2019/02/19 23:28:22:915',7,1013,1021,10,1,1,0
1318,'2019/02/19 23:28:22:924',7,1014,1021,9,1,1,0
1319,'2019/02/19 23:28:22:935',7,1013,1020,9,1,1,0
1320,'2019/02/19 23:28:22:944',7,1013,1021,10,1,1,0
1321,'2019/02/19 23:28:22:954',7,1014,1021,9,1,1,0
1322,'2019/02/19 23:28:22:964',7,1014,1021,9,1,1,0
1323,'2019/02/19 23:28:22:975',7,1014,1022,10,1,1,0
1324,'2019/02/19 23:28:22:984',7,1014,1021,10,1,1,0
1325,'2019/02/19 23:28:22:994',7,1014,1020,9,1,1,0
1326,'2019/02/19 23:28:23:004',7,1013,1020,10,1,1,0
1327,'2019/02/19 23:28:23:015',7,1013,1020,9,1,1,0
1328,'2019/02/19 23:28:23:025',7,1015,1022,10,1,1,0
1329,'2019/02/19 23:28:23:034',7,1014,1021,10,1,1,0
1330,'2019/02/19 23:28:23:044',7,1014,1020,10,1,1,0
1331,'2019/02/19 23:28:23:055',7,1013,1020,9,1,1,0
1332,'2019/02/19 23:28:23:064',7,1013,1020,10,1,1,0
1333,'2019/02/19 23:28:23:075',7,1013,1021,8,1,1,0
1334,'2019/02/19 23:28:23:084',7,1014,1020,9,1,1,0
1335,'2019/02/19 23:28:23:096',7,1014,1021,9,1,1,0
1336,'2019/02/19 23:28:23:096',7,1013,1021,9,1,1,0
1337,'2019/02/19 23:28:23:115',7,1013,1021,9,1,1,0
1338,'2019/02/19 23:28:23:125',7,1014,1021,9,1,1,0
1339,'2019/02/19 23:28:23:136',7,1012,1021,10,1,1,0
1340,'2019/02/19 23:28:23:145',7,1014,1022,9,1,1,0
1341,'2019/02/19 23:28:23:155',7,1013,1021,9,1,1,0
1342,'2019/02/19 23:28:23:166',7,1014,1018,9,1,1,0
1343,'2019/02/19 23:28:23:175',7,1013,1020,10,1,1,0
1344,'2019/02/19 23:28:23:186',7,1014,1021,10,1,1,0
1345,'2019/02/19 23:28:23:196',7,1014,1020,9,1,1,0
1346,'2019/02/19 23:28:23:206',7,1013,1021,10,1,1,0
1347,'2019/02/19 23:28:23:215',7,1013,1023,9,1,1,0
1348,'2019/02/19 23:28:23:225',7,1014,1020,10,1,1,0
1349,'2019/02/19 23:28:23:235',7,1013,1021,9,1,1,0
1350,'2019/02/19 23:28:23:246',7,1012,1020,10,1,1,0
1351,'2019/02/19 23:28:23:246',7,1013,1021,9,1,1,0
1352,'2019/02/19 23:28:23:267',7,1013,1021,10,1,1,0
1353,'2019/02/19 23:28:23:277',7,1014,1021,10,1,1,0
1354,'2019/02/19 23:28:23:287',7,1012,1021,10,1,1,0
1355,'2019/02/19 23:28:23:296',7,1014,1021,10,1,1,0
1356,'2019/02/19 23:28:23:307',7,1013,1020,8,1,1,0
1357,'2019/02/19 23:28:23:316',7,1014,1021,9,1,1,0
1358,'2019/02/19 23:28:23:328',7,1014,1021,10,1,1,0
1359,'2019/02/19 23:28:23:328',7,1013,1022,9,1,1,0
1360,'2019/02/19 23:28:23:347',7,1014,1019,9,1,1,0
1361,'2019/02/19 23:28:23:358',7,1014,1020,9,1,1,0
1362,'2019/02/19 23:28:23:366',7,1014,1021,10,1,1,0
1363,'2019/02/19 23:28:23:378',7,1013,1021,10,1,1,0
1364,'2019/02/19 23:28:23:387',7,1014,1021,10,1,1,0
1365,'2019/02/19 23:28:23:397',7,1014,1020,10,1,1,0
1366,'2019/02/19 23:28:23:407',7,1013,1021,10,1,1,0
1367,'2019/02/19 23:28:23:416',7,1013,1020,10,1,1,0
1368,'2019/02/19 23:28:23:427',7,1014,1021,10,1,1,0
1369,'2019/02/19 23:28:23:437',7,1014,1021,9,1,1,0
1370,'2019/02/19 23:28:23:447',7,1013,1022,10,1,1,0
1371,'2019/02/19 23:28:23:458',7,1014,1020,10,1,1,0
1372,'2019/02/19 23:28:23:467',7,1014,1020,10,1,1,0
1373,'2019/02/19 23:28:23:477',7,1014,1018,10,1,1,0
1374,'2019/02/19 23:28:23:486',7,1013,1020,9,1,1,0
1375,'2019/02/19 23:28:23:498',7,1015,1021,10,1,1,0
1376,'2019/02/19 23:28:23:506',7,1013,1021,10,1,1,0
1377,'2019/02/19 23:28:23:517',7,1014,1021,9,1,1,0
1378,'2019/02/19 23:28:23:527',7,1013,1021,9,1,1,0
1379,'2019/02/19 23:28:23:537',7,1013,1021,10,1,1,0
1380,'2019/02/19 23:28:23:546',7,1012,1021,9,1,1,0
1381,'2019/02/19 23:28:23:557',7,1013,1021,8,1,1,0
1382,'2019/02/19 23:28:23:567',7,1013,1020,9,1,1,0
1383,'2019/02/19 23:28:23:578',7,1013,1022,9,1,1,0
1384,'2019/02/19 23:28:23:594',7,1013,1021,9,1,1,0
1385,'2019/02/19 23:28:23:594',7,1013,1022,9,1,1,0
1386,'2019/02/19 23:28:23:615',7,1013,1020,9,1,1,0
1387,'2019/02/19 23:28:23:626',7,1016,1019,9,1,1,0
1388,'2019/02/19 23:28:23:636',7,1013,1022,9,1,1,0
1389,'2019/02/19 23:28:42:566',8,12,1017,1017,0,1,1
1390,'2019/02/19 23:28:42:577',8,11,1017,1017,0,1,1
1391,'2019/02/19 23:28:42:586',8,12,1018,1018,0,1,1
1392,'2019/02/19 23:28:42:596',8,12,1019,1016,0,1,1
1393,'2019/02/19 23:28:42:606',8,12,1017,1018,0,1,1
1394,'2019/02/19 23:28:42:615',8,12,1016,1015,0,1,1
1395,'2019/02/19 23:28:42:627',8,11,1017,1017,0,1,1
1396,'2019/02/19 23:28:42:634',8,12,1017,1017,0,1,1
1397,'2019/02/19 23:28:42:646',8,11,1017,1017,0,1,1
1398,'2019/02/19 23:28:42:657',8,13,1018,1017,0,1,1
1399,'2019/02/19 23:28:42:667',8,12,1017,1018,0,1,1
1400,'2019/02/19 23:28:42:676',8,11,1018,1018,0,1,1
1401,'2019/02/19 23:28:42:686',8,12,1017,1018,0,1,1
1402,'2019/02/19 23:28:42:696',8,12,1018,1017,0,1,1
1403,'2019/02/19 23:28:42:707',8,13,1018,1017,0,1,1
1404,'2019/02/19 23:28:42:716',8,13,1018,1017,0,1,1
1405,'2019/02/19 23:28:42:725',8,11,1019,1017,0,1,1
1406,'2019/02/19 23:28:42:736',8,13,1018,1018,0,1,1
1407,'2019/02/19 23:28:42:746',8,11,1017,1017,0,1,1
1408,'2019/02/19 23:28:42:756',8,13,1018,1019,0,1,1
1409,'2019/02/19 23:28:42:765',8,12,1018,1017,0,1,1
1410,'2019/02/19 23:28:42:776',8,13,1019,1017,0,1,1
1411,'2019/02/19 23:28:42:786',8,13,1017,1017,0,1,1
1412,'2019/02/19 23:28:42:795',8,12,1018,1018,0,1,1
1413,'2019/02/19 23:28:42:806',8,12,1016,1017,0,1,1
1414,'2019/02/19 23:28:42:816',8,11,1018,1017,0,1,1
1415,'2019/02/19 23:28:42:826',8,12,1019,1017,0,1,1
1416,'2019/02/19 23:28:42:835',8,12,1015,1017,0,1,1
1417,'2019/02/19 23:28:42:847',8,12,1018,1017,0,1,1
1418,'2019/02/19 23:28:42:856',8,12,1018,1017,0,1,1
1419,'2019/02/19 23:28:42:866',8,12,1018,1017,0,1,1
1420,'2019/02/19 23:28:42:866',8,12,1018,1017,0,1,1
1421,'2019/02/19 23:28:42:887',8,12,1018,1017,0,1,1
1422,'2019/02/19 23:28:42:896',8,11,1017,1017,0,1,1
1423,'2019/02/19 23:28:42:908',8,12,1017,1017,0,1,1
1424,'2019/02/19 23:28:42:917',8,12,1018,1017,0,1,1
1425,'2019/02/19 23:28:42:927',8,13,1018,1017,0,1,1
1426,'2019/02/19 23:28:42:937',8,12,1018,1018,0,1,1
1427,'2019/02/19 23:28:42:947',8,13,1018,1018,0,1,1
1428,'2019/02/19 23:28:42:958',8,13,1018,1017,0,1,1
1429,'2019/02/19 23:28:42:967',8,12,1018,1018,0,1,1
1430,'2019/02/19 23:28:42:978',8,12,1018,1017,0,1,1
1431,'2019/02/19 23:28:42:987',8,12,1018,1019,0,1,1
1432,'2019/02/19 23:28:42:997',8,12,1018,1018,0,1,1
1433,'2019/02/19 23:28:43:007',8,13,1019,1018,0,1,1
1434,'2019/02/19 23:28:43:017',8,11,1018,1017,0,1,1
1435,'2019/02/19 23:28:43:027',8,12,1018,1018,0,1,1
1436,'2019/02/19 23:28:43:037',8,12,1017,1017,0,1,1
1437,'2019/02/19 23:28:43:047',8,12,1018,1018,0,1,1
1438,'2019/02/19 23:28:43:057',8,12,1018,1019,0,1,1
1439,'2019/02/19 23:28:43:066',8,12,1018,1018,0,1,1
1440,'2019/02/19 23:28:43:077',8,13,1018,1016,0,1,1
1441,'2019/02/19 23:28:43:087',8,13,1017,1017,0,1,1
1442,'2019/02/19 23:28:43:098',8,11,1017,1017,0,1,1
1443,'2019/02/19 23:28:43:106',8,12,1018,1017,0,1,1
1444,'2019/02/19 23:28:43:117',8,12,1018,1017,0,1,1
1445,'2019/02/19 23:28:43:126',8,13,1018,1018,0,1,1
1446,'2019/02/19 23:28:43:137',8,12,1018,1017,0,1,1
1447,'2019/02/19 23:28:43:147',8,12,1018,1018,0,1,1
1448,'2019/02/19 23:28:43:157',8,12,1017,1017,0,1,1
1449,'2019/02/19 23:28:43:167',8,12,1018,1017,0,1,1
1450,'2019/02/19 23:28:43:176',8,12,1017,1017,0,1,1
1451,'2019/02/19 23:28:43:186',8,13,1017,1017,0,1,1
1452,'2019/02/19 23:28:43:197',8,11,1017,1017,0,1,1
1453,'2019/02/19 23:28:43:207',8,13,1017,1018,0,1,1
1454,'2019/02/19 23:28:43:217',8,13,1018,1018,0,1,1
1455,'2019/02/19 23:28:43:226',8,11,1018,1018,0,1,1
1456,'2019/02/19 23:28:43:237',8,13,1017,1018,0,1,1
1457,'2019/02/19 23:28:43:246',8,13,1019,1017,0,1,1
1458,'2019/02/19 23:28:43:257',8,11,1019,1017,0,1,1
1459,'2019/02/19 23:28:43:267',8,13,1019,1017,0,1,1
1460,'2019/02/19 23:28:43:278',8,12,1018,1018,0,1,1
1461,'2019/02/19 23:28:43:278',8,13,1018,1017,0,1,1
1462,'2019/02/19 23:28:43:298',8,12,1018,1017,0,1,1
1463,'2019/02/19 23:28:43:310',8,11,1017,1015,0,1,1
1464,'2019/02/19 23:28:43:320',8,13,1018,1017,0,1,1
1465,'2019/02/19 23:28:43:329',8,12,1018,1017,0,1,1
1466,'2019/02/19 23:28:43:339',8,12,1017,1018,0,1,1
1467,'2019/02/19 23:28:43:350',8,13,1016,1017,0,1,1
1468,'2019/02/19 23:28:43:359',8,12,1019,1014,0,1,1
1469,'2019/02/19 23:28:43:369',8,13,1018,1017,0,1,1
1470,'2019/02/19 23:28:43:379',8,12,1018,1017,0,1,1
1471,'2019/02/19 23:28:43:389',8,12,1017,1016,0,1,1
1472,'2019/02/19 23:28:43:399',8,11,1016,1017,0,1,1
1473,'2019/02/19 23:28:43:408',8,13,1019,1018,0,1,1
1474,'2019/02/19 23:28:43:419',8,13,1017,1018,0,1,1
1475,'2019/02/19 23:28:43:429',8,12,1019,1019,0,1,1
